fips,TOT_POP_1519_C,TOT_POP_2024_C,TOT_POP_2529_C,TOT_POP_3034_C,TOT_POP_3539_C,TOT_FEMALE_1519_C,TOT_FEMALE_2024_C,TOT_FEMALE_2529_C,TOT_FEMALE_3034_C,TOT_FEMALE_3539_C,WA_FEMALE_1519_C,WA_FEMALE_2024_C,WA_FEMALE_2529_C,WA_FEMALE_3034_C,WA_FEMALE_3539_C,BA_FEMALE_1519_C,BA_FEMALE_2024_C,BA_FEMALE_2529_C,BA_FEMALE_3034_C,BA_FEMALE_3539_C,H_FEMALE_1519_C,H_FEMALE_2024_C,H_FEMALE_2529_C,H_FEMALE_3034_C,H_FEMALE_3539_C,NHWA_FEMALE_1519_C,NHWA_FEMALE_2024_C,NHWA_FEMALE_2529_C,NHWA_FEMALE_3034_C,NHWA_FEMALE_3539_C,NHBA_FEMALE_1519_C,NHBA_FEMALE_2024_C,NHBA_FEMALE_2529_C,NHBA_FEMALE_3034_C,NHBA_FEMALE_3539_C,dem2020_P,birth_rate_2020_N,births_2020_N,NHWA_FEMALE_2034_share_X,NHBA_FEMALE_2034_share_X,H_FEMALE_2034_share_X,race_category_X,regime_X,pol_group_X,reg_Minority_majority_X,reg_Mixed_Competitive_X,reg_Mixed_Democratic_X,reg_Mixed_Republican_X,reg_White_Competitive_X,reg_White_Democratic_X,reg_White_Republican_X
25003,7775,8066,6987,6929,7270,3896,4049,3406,3423,3610,3233,3472,3050,3108,3280,287,240,173,138,109,350,377,326,196,237,2967,3162,2768,2944,3076,255,205,157,126,99,0.7204163241420629,7.42,924.0,0.8157749586321015,0.04486118771833057,0.08264386835815407,White,White_Democratic,Democratic,False,False,False,False,False,True,False
25005,36784,35844,36544,38503,36834,18056,17750,18154,19626,18646,15142,15043,15271,16771,16126,1441,1396,1567,1583,1329,2520,2285,2062,2077,2055,13186,13316,13695,15165,14521,1162,1118,1264,1301,1082,0.5451194893447634,9.78,5541.0,0.7595173779938772,0.06632450927426617,0.11568521519899154,White,White_Competitive,Competitive,False,False,False,False,True,False,False
25009,52631,50512,49355,51485,51227,25925,24962,24375,26136,26042,21107,20345,19765,21278,21184,2194,2183,2301,2199,2175,7370,7144,7567,7272,6711,15692,15149,14296,15911,16284,1040,1087,1009,1109,1095,0.6292949347501996,10.3,8147.0,0.6009566334980722,0.042465517469823647,0.29126972559723346,White,White_Democratic,Democratic,False,False,False,False,False,True,False
25013,32223,32042,31120,30949,28956,15626,15895,15349,15628,14951,12206,12511,12028,12357,12008,2071,2082,2061,2024,1772,5439,5211,5348,4816,4599,7954,8462,7706,8524,8373,1339,1393,1446,1408,1168,0.5704347511017106,10.25,4758.0,0.5267963816350913,0.09060846560846561,0.328020993343574,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
25015,17998,23914,8710,8158,8496,10227,13206,4357,4083,4328,8026,10382,3752,3548,3828,547,794,175,129,139,919,1059,419,348,429,7289,9565,3399,3255,3478,461,663,138,106,112,0.7173164877960422,5.59,903.0,0.749283932366257,0.041901506051926454,0.08435738704610551,White,White_Democratic,Democratic,False,False,False,False,False,True,False
25017,103523,110528,124276,125821,117097,50874,54792,60527,61970,58185,38083,40683,43906,44528,41963,3502,3801,4026,4158,3717,5748,6037,6166,5797,5602,33358,35583,38723,39717,37210,3034,3327,3493,3674,3251,0.7099535628465964,9.79,15762.0,0.6431476290125163,0.05919148960172374,0.10152914168391722,White,White_Democratic,Democratic,False,False,False,False,False,True,False
25021,46612,43590,45534,48754,48517,22940,22469,23010,24713,24341,17049,16617,16409,17309,17300,2127,2184,2461,2415,2232,1543,1444,1584,1661,1663,15931,15538,15231,16060,16004,1864,1973,2204,2156,1990,0.664924752215102,9.55,6773.0,0.6671558012309095,0.09022395714611352,0.06680248461363118,White,White_Democratic,Democratic,False,False,False,False,False,True,False
25023,34766,31499,28507,30106,31749,17062,15727,14033,15091,16150,13710,12692,10956,11927,12962,2335,2204,2325,2347,2375,882,906,870,929,858,13052,12012,10306,11242,12332,2197,2058,2168,2175,2216,0.5713956626188831,9.44,4942.0,0.7482553343292234,0.14271699627656018,0.0603108068939377,White,White_Competitive,Competitive,False,False,False,False,True,False,False
25025,54362,74166,97476,87726,60811,28506,39241,49761,43727,30069,16843,24041,33631,29318,18566,6723,7786,8560,8010,6978,6958,7553,8526,7863,6717,11925,18715,27491,23665,13857,5396,6516,7242,6770,5732,0.8021646305301862,10.48,8397.0,0.5264184918141476,0.15466100098697347,0.1803825840622622,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
25027,58896,56035,54228,57636,55308,28797,27699,26534,28660,27489,23669,23025,21819,23223,22440,2095,2053,2133,2304,2012,5005,4572,4539,4245,4087,19563,19292,18051,19779,19023,1638,1590,1675,1820,1598,0.571995833726125,9.77,8103.0,0.6891052320461317,0.06134414244869892,0.16112337591835257,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26005,7680,6606,7040,7296,7525,3702,3204,3496,3649,3708,3440,2953,3268,3430,3508,72,60,61,54,50,498,393,347,279,300,2996,2615,2958,3178,3253,56,49,54,47,39,0.3643992011208156,10.06,1197.0,0.8455889457918639,0.014494154024543434,0.0984636196733984,White,White_Republican,Republican,False,False,False,False,False,False,True
26017,6083,5701,6563,6188,6084,2917,2804,3229,3024,2997,2634,2577,3007,2818,2877,72,79,84,64,44,261,244,220,192,195,2422,2365,2808,2658,2698,57,68,73,50,40,0.4340054767239233,9.02,924.0,0.8646350888815281,0.021088660704427515,0.07243016451363586,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26021,9536,8661,9016,8788,9206,4645,4339,4464,4408,4699,3354,3019,3310,3411,3674,871,893,823,699,758,415,374,320,302,360,2980,2704,3021,3148,3362,858,864,815,685,744,0.4543942906385406,9.97,1525.0,0.6716372719703277,0.17894179093179927,0.0753917190220271,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26025,8895,7956,8536,8032,8167,4161,3940,4338,4122,4128,3173,3092,3329,3281,3304,513,458,582,497,460,351,323,337,225,255,2900,2842,3070,3097,3090,484,433,549,485,444,0.4356753820853638,11.08,1480.0,0.7265322580645162,0.11830645161290322,0.07137096774193548,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26045,6722,6598,7070,6921,6960,3201,3271,3428,3441,3435,2670,2600,2839,2916,2956,263,337,284,283,275,311,287,254,262,233,2409,2364,2634,2699,2755,240,316,270,267,257,0.4865608531409828,9.27,1021.0,0.7590729783037475,0.08412228796844182,0.07919132149901381,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26049,25759,24272,26916,23809,23523,12442,12135,13744,12229,12226,8644,8326,9418,8844,9198,2957,3038,3546,2787,2482,757,707,689,609,577,8026,7749,8885,8347,8726,2892,2988,3475,2733,2427,0.5393476689555475,10.71,4335.0,0.655531646898289,0.24131415975648157,0.052613624435814,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26065,25352,38016,21978,18402,17083,12963,19031,10761,9130,8541,9256,14013,7648,6840,6477,1777,2179,1463,1146,1057,1299,1568,1038,848,821,8268,12736,6790,6167,5841,1665,2063,1373,1043,948,0.651760636457973,10.13,2943.0,0.6601151019988696,0.11507630645907199,0.08874158573557371,White,White_Democratic,Democratic,False,False,False,False,False,True,False
26075,10299,10025,10620,9907,9430,5021,4641,4883,4661,4346,4209,3993,4103,4088,3920,447,366,475,376,268,279,258,227,224,190,3985,3781,3909,3895,3753,431,346,458,364,260,0.3956790047117893,10.86,1704.0,0.8167077899189285,0.08234050052872753,0.049982375749030666,White,White_Republican,Republican,False,False,False,False,False,False,True
26077,18441,30501,19118,16352,16356,9089,15700,9532,8046,8118,6873,11975,7290,6526,6631,1293,2046,1463,1013,919,830,1100,632,470,503,6187,11039,6767,6167,6215,1232,1969,1420,946,885,0.5835274101552149,10.38,2760.0,0.720385840495222,0.13026624196165634,0.06616984193761645,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26081,44372,43975,53218,50394,45844,21817,22208,26312,25082,22677,16555,17210,21148,20661,18736,2809,2890,3051,2508,2274,3862,3214,2975,2715,2336,13420,14560,18682,18402,16796,2516,2635,2808,2270,2071,0.5204709623097206,12.51,8238.0,0.7016657156055542,0.10479334800684764,0.12097497350615473,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26093,12439,11014,10547,10728,11370,5894,5238,5018,5278,5600,5597,4973,4780,5058,5392,41,46,58,39,28,207,192,176,229,197,5416,4808,4622,4857,5212,36,42,54,35,27,0.3790969912812409,8.61,1656.0,0.9197244753444058,0.008433114458606927,0.0384318269602163,White,White_Republican,Republican,False,False,False,False,False,False,True
26099,52150,51148,62274,57778,53445,25108,25348,31120,28674,26797,18603,18718,22148,21072,20603,4019,4145,5947,5027,4016,1122,1014,1098,934,851,17715,17888,21251,20315,19880,3932,4078,5866,4934,3955,0.4531093198666278,10.16,8851.0,0.6982922646872284,0.17474336989969697,0.03577552794155646,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26115,9518,8612,9366,8970,9149,4696,4150,4540,4380,4567,4329,3775,4203,4157,4340,150,163,176,116,116,327,251,227,197,198,4042,3560,4004,3973,4159,142,148,164,110,104,0.3783793087621058,10.31,1552.0,0.882708492731446,0.03228768171384851,0.051644988523335884,White,White_Republican,Republican,False,False,False,False,False,False,True
26121,10944,10105,11697,11078,11065,5318,4885,5670,5425,5541,4034,3677,4391,4235,4551,836,824,960,901,741,509,407,390,293,339,3618,3341,4061,3982,4270,808,806,942,884,723,0.4937367487343689,10.86,1889.0,0.7123904881101377,0.16470588235294117,0.06821026282853566,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26125,77401,72527,86556,83354,82645,37851,35112,41379,40538,40588,27036,25107,29150,29030,29592,5750,5981,7085,5985,5334,2822,2033,2272,2259,2416,24699,23395,27232,27087,27431,5550,5838,6936,5841,5213,0.56357167057614,9.81,12297.0,0.6640576267420896,0.15906313819651538,0.05608866178468585,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26139,25142,26352,18333,17396,18484,13093,13159,9014,8692,9213,11767,11827,8190,7959,8424,364,355,202,174,164,1515,1381,1167,918,900,10411,10596,7146,7137,7615,332,307,156,140,140,0.3835211275953838,10.47,3084.0,0.8060586424752957,0.019536692046006804,0.11229548031751174,White,White_Republican,Republican,False,False,False,False,False,False,True
26145,12778,11974,12609,11228,10475,6349,5932,6270,5680,5230,4442,4258,4296,4185,3935,1471,1243,1570,1221,1083,747,701,633,510,483,3863,3712,3781,3766,3553,1375,1153,1495,1166,1022,0.4943250539434344,10.48,1989.0,0.6296275584386534,0.21328710435074377,0.10312045632479588,White,White_Competitive,Competitive,False,False,False,False,True,False,False
26147,9921,8743,9429,8716,8916,4713,4230,4538,4292,4474,4286,3887,4178,4012,4228,142,117,150,115,100,311,224,172,141,191,4027,3698,4028,3889,4060,128,111,146,110,92,0.3406651894334376,9.39,1496.0,0.8893568147013783,0.028101071975497702,0.04111791730474732,White,White_Republican,Republican,False,False,False,False,False,False,True
26161,33522,46523,29250,24143,22925,16722,22899,13962,11453,11027,11946,15790,9907,8439,8243,2069,2919,1930,1373,1274,1054,1634,983,725,679,11087,14559,9048,7810,7652,2004,2806,1876,1333,1246,0.72607638920977,8.7,3187.0,0.6502670033530653,0.12449807509210581,0.06917249658484083,White,White_Democratic,Democratic,False,False,False,False,False,True,False
26163,114535,109008,135803,122925,107644,56132,54953,68885,62911,55595,28802,27672,32996,31708,29735,22477,22563,30571,26554,21717,5584,4733,4467,3903,3958,24088,23660,29297,28389,26415,22031,22193,30162,26201,21341,0.6844598490032311,12.52,21800.0,0.43559001654627333,0.4206501775109907,0.07016369565566616,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
27003,23432,19766,22649,24661,26278,11399,9586,11040,12158,12823,8681,7354,8460,9486,10268,1226,972,1119,1134,1164,942,725,703,716,670,7903,6756,7864,8883,9707,1185,955,1096,1112,1123,0.4778669268514484,11.1,3995.0,0.7169045876037091,0.09647999023914104,0.06539775500244022,White,White_Competitive,Competitive,False,False,False,False,True,False,False
27037,28360,24225,27147,29373,32342,13691,11929,13401,14673,16119,10654,9555,10547,11337,12723,1268,1048,1307,1504,1527,1809,1416,1291,1278,1356,9111,8310,9430,10224,11536,1206,996,1264,1447,1467,0.5572926000632962,11.47,4951.0,0.6990475714321426,0.09266804989625778,0.0996175286853486,White,White_Competitive,Competitive,False,False,False,False,True,False,False
27053,75634,77247,105586,106672,99851,37233,39099,51824,51694,48978,23976,26533,36826,36298,35074,7043,6391,7444,7551,7107,4680,3925,3921,3499,3496,20149,23249,33517,33386,32106,6822,6210,7248,7348,6931,0.7045566683289923,11.7,14837.0,0.632126604822707,0.14588723644446314,0.07954872140067454,White,White_Democratic,Democratic,False,False,False,False,False,True,False
27109,10234,9324,11575,11600,11980,5034,4814,6061,5893,5929,3747,3846,5008,4744,4755,636,465,463,460,451,416,343,407,355,305,3374,3529,4638,4427,4488,624,456,456,451,442,0.5415659025004104,12.04,1918.0,0.7510734732824428,0.08128578244274809,0.0658993320610687,White,White_Competitive,Competitive,False,False,False,False,True,False,False
27123,35550,36465,45625,44813,40306,17693,18797,22764,22322,20200,9998,11377,13582,13520,12969,2890,2640,3284,3222,2936,2177,1947,1866,1693,1562,8282,9865,12106,12187,11695,2740,2511,3147,3099,2841,0.7149879889315723,12.67,6943.0,0.534696241566614,0.13707872203872704,0.08618881392545748,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
27137,13319,17343,11738,11353,12286,6553,8549,5687,5345,5862,5786,7747,5073,4816,5415,123,156,149,112,100,201,196,166,125,88,5635,7583,4953,4726,5343,119,151,142,107,96,0.5664137336757828,8.88,1763.0,0.8815688677799908,0.02042796588529697,0.02487104846534906,White,White_Competitive,Competitive,False,False,False,False,True,False,False
27145,12804,16529,9855,9080,9629,6465,7990,4653,4258,4584,5335,6687,3815,3619,4065,685,632,546,451,351,387,363,238,201,191,5020,6371,3616,3441,3904,664,624,535,443,336,0.3757765073377733,12.26,1987.0,0.7945092006390154,0.0947872906928584,0.047452813442991536,White,White_Republican,Republican,False,False,False,False,False,False,True
27163,18199,14668,14375,15910,18920,8742,7136,6925,7959,9496,6962,5832,5577,6308,7693,569,435,382,450,537,614,510,373,438,454,6442,5383,5257,5931,7292,550,417,364,431,513,0.5346072212295996,10.05,2668.0,0.7525431425976385,0.055040871934604906,0.059990917347865574,White,White_Competitive,Competitive,False,False,False,False,True,False,False
28033,13662,11472,11886,11939,13083,6558,5669,5933,6328,7054,3831,3341,3643,3792,4072,2437,2094,2075,2285,2676,460,355,312,330,405,3431,3033,3360,3495,3707,2405,2077,2056,2269,2652,0.3713020860700962,11.67,2197.0,0.5514779698828779,0.3570552147239264,0.05560513106525376,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
28047,13531,13156,14427,14263,13899,6287,6271,7361,7489,7268,3759,3873,4596,4731,4575,2030,1927,2296,2262,2218,487,538,586,500,521,3351,3435,4104,4308,4137,1993,1873,2234,2209,2159,0.3659592440080245,11.77,2458.0,0.5609109417167748,0.29903887126556505,0.0768902987547938,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
28049,16820,16947,16801,15267,14553,8629,8923,8809,8222,7768,1740,1933,1784,1673,1550,6699,6712,6786,6344,6049,230,200,175,193,109,1557,1784,1667,1521,1469,6662,6674,6731,6311,6036,0.7355367768388419,12.58,2868.0,0.19156970023888417,0.7596516914541112,0.02188487323726593,Black,Minority_majority,Democratic,True,False,False,False,False,False,False
28059,9321,7932,9317,9346,9386,4542,3907,4767,4758,4847,3127,2627,3291,3410,3414,1127,1066,1213,1124,1165,388,363,354,332,401,2792,2318,2994,3128,3066,1089,1021,1176,1095,1130,0.3185560016867426,10.9,1567.0,0.6283502084574152,0.24508636092912447,0.07809708159618821,White,White_Republican,Republican,False,False,False,False,False,False,True
28121,9910,8906,10243,11002,11554,4799,4509,5245,5772,5935,3392,3190,3813,4191,4165,1217,1084,1283,1407,1570,191,188,151,185,199,3216,3028,3679,4031,3999,1214,1076,1275,1390,1549,0.2667468685867949,10.89,1699.0,0.6916140667267808,0.24095066340332347,0.03374983897977586,White,White_Republican,Republican,False,False,False,False,False,False,True
29019,16075,24897,14261,12774,11965,8529,13136,7211,6499,5983,6887,10509,5593,5232,4821,865,1257,828,704,596,408,589,341,306,275,6557,10058,5289,4956,4579,839,1232,815,692,582,0.5491400491400491,10.82,1980.0,0.7562765402667064,0.10202637264396931,0.04604037845489086,White,White_Competitive,Competitive,False,False,False,False,True,False,False
29047,16136,14163,17895,18576,18648,7779,7049,9163,9297,9176,6380,5777,7595,7815,7806,670,642,862,856,740,799,670,809,702,706,5694,5211,6884,7201,7178,626,609,831,823,715,0.4693092305382834,11.8,2990.0,0.7564389039162649,0.08871378729076013,0.08549923556391861,White,White_Competitive,Competitive,False,False,False,False,True,False,False
29077,19318,30230,22515,19374,19226,9701,15452,11199,9637,9361,8478,13470,9867,8590,8505,417,589,463,343,261,631,811,661,557,451,7950,12792,9307,8127,8112,396,564,448,319,246,0.3883497884344146,10.99,3242.0,0.8329475308641975,0.03667879188712522,0.05591380070546737,White,White_Republican,Republican,False,False,False,False,False,False,True
29095,44240,43248,56221,54272,50120,21920,22089,28571,27485,25553,13990,14534,19573,19231,18046,5848,5708,6987,6458,6020,3626,3035,2999,2723,2661,10885,11929,16975,16883,15698,5613,5517,6795,6257,5855,0.4693154395218361,12.43,8776.0,0.5859236035574893,0.23762236867361955,0.11206091240642395,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
29097,8468,7972,8591,8309,8199,4142,3930,4287,4190,4083,3629,3427,3837,3813,3704,117,143,94,99,102,641,412,386,346,340,3105,3078,3509,3506,3442,84,132,85,90,78,0.2588057762836185,12.49,1519.0,0.81349238333199,0.024744096074796485,0.09220601273474652,White,White_Republican,Republican,False,False,False,False,False,False,True
29099,13940,11827,13577,14966,15735,6728,5742,6693,7549,7720,6362,5469,6379,7236,7462,92,87,100,100,88,257,180,201,237,185,6130,5303,6205,7023,7292,87,84,97,97,82,0.3215669134786781,10.53,2385.0,0.9272918334667735,0.013911128903122499,0.030924739791833467,White,White_Republican,Republican,False,False,False,False,False,False,True
29183,26352,23347,23949,26754,29729,12828,11540,11799,13355,14765,11092,10066,10284,11716,12951,834,742,736,813,924,779,560,502,575,604,10391,9561,9841,11196,12396,806,735,723,787,904,0.4032574082164879,10.03,4073.0,0.8338692974328228,0.061181664577315095,0.04461219817953889,White,White_Competitive,Competitive,False,False,False,False,True,False,False
29189,64364,59608,65079,63359,65444,31687,30014,33095,32738,33581,19262,18276,19203,19957,21633,9158,8911,11013,9957,9166,1679,1401,1449,1320,1287,17825,17080,17958,18801,20501,9056,8818,10913,9856,9059,0.6117130149166925,10.65,10584.0,0.56171815497616,0.308689891180736,0.043506839024695605,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
29510,15426,19348,31296,29488,23244,7859,10178,16257,14798,11572,2851,4647,8619,8407,6321,4308,4509,6274,5296,4499,501,566,790,654,519,2442,4174,7960,7879,5906,4272,4465,6217,5231,4452,0.8223759402989534,12.74,3791.0,0.4853636650255863,0.38592874639245267,0.0487473625494143,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
30111,10062,9264,11372,11420,11437,4969,4576,5672,5732,5567,4279,4007,4883,5118,5058,31,24,62,47,28,405,450,456,393,289,3950,3633,4515,4802,4804,28,22,53,35,23,0.3660061321148638,11.22,1829.0,0.8103879849812266,0.00688360450563204,0.08128911138923654,White,White_Republican,Republican,False,False,False,False,False,False,True
31055,39241,36931,44034,44036,44045,19278,18550,22050,21802,21582,14520,14260,16872,17028,17251,2591,2328,2773,2556,2480,3843,3260,3161,2688,2591,11193,11337,14034,14636,14931,2481,2251,2695,2476,2405,0.5468247069477834,13.74,7889.0,0.6411172718823115,0.1189384955610397,0.1459728854844396,White,White_Competitive,Competitive,False,False,False,False,True,False,False
